expense_category,expense_name,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
"Supplies, technology & equipment",Maintenance-vehicles,4918981.0,5926753.32,35,75.0,3689235.75,-1007772.3200000003,120.48742046370987,2237517.5700000003,45.48742046370987,7902337.760000001,2983356.7600000007,Above pace
Other operating costs,Agricultural/horticultural,4858814.0,3200589.72,108,75.0,3644110.5,1658224.2799999998,65.87183045080549,-443520.7799999998,-9.12816954919451,4267452.96,-591361.04,Below pace
Transfers & debt service,Trf to Transportation Fund,4820066.0,4025055.0,2,75.0,3615049.5,795011.0,83.50622169903897,410005.5,8.506221699038974,5366740.0,546674.0,Above pace
Personnel & benefits,Insurance-boiler/dwelling,4807842.0,2910344.1,1,75.0,3605881.5,1897497.9,60.53327251602694,-695537.3999999999,-14.46672748397306,3880458.8000000003,-927383.1999999997,Below pace
Grants & contributions,CDHP Contribution,4725641.0,4549647.84,3,75.0,3544230.75,175993.16000000015,96.27578226953761,1005417.0899999999,21.275782269537615,6066197.12,1340556.12,Above pace
Transfers & debt service,Trf to Reclaimed Water CIP Fnd,4657340.0,3521097.0,1,75.0,3493005.0,1136243.0,75.60317692073157,28092.0,0.6031769207315705,4694796.0,37456.0,Near pace
Contractual services,Services-landfill services,4597886.0,3395855.99,15,75.0,3448414.5,1202030.0099999998,73.8568983659012,-52558.50999999978,-1.143101634098798,4527807.986666667,-70078.01333333272,Near pace
Other operating costs,Maintenance-turbine/generator,4593500.0,7083242.899999999,28,75.0,3445125.0,-2489742.8999999994,154.20143463589855,3638117.8999999994,79.20143463589855,9444323.866666665,4850823.866666665,Above pace
Transfers & debt service,Trf to Live Music Fund,4562407.0,3802005.8,1,75.0,3421805.25,760401.2000000002,83.33333260272484,380200.5499999998,8.333332602724838,5069341.066666666,506934.0666666664,Above pace
Other operating costs,Educational travel,4437754.0,2161651.61,710,75.0,3328315.5,2276102.39,48.7104875574446,-1166663.8900000001,-26.2895124425554,2882202.1466666665,-1555551.8533333335,Below pace
Contractual services,Services - Contracutal HVAC,4181062.0,3466768.71,36,75.0,3135796.5,714293.29,82.915984264285,330972.20999999996,7.915984264285001,4622358.28,441296.28000000026,Above pace
Other operating costs,Drainage fee expense,4164951.0,3809304.71,158,75.0,3123713.25,355646.29000000004,91.4609730102467,685591.46,16.460973010246704,5079072.946666666,914121.9466666663,Above pace
Other operating costs,Pipes and fittings,4145808.0,4127507.41,122,75.0,3109356.0,18300.58999999985,99.55857603632393,1018151.4100000001,24.558576036323927,5503343.213333334,1357535.2133333338,Above pace
Other operating costs,Sand/gravel/stone,4133692.0,1593711.53,72,75.0,3100269.0,2539980.4699999997,38.55419150725308,-1506557.47,-36.44580849274692,2124948.7066666665,-2008743.2933333335,Below pace
Contractual services,Services-Credit Card Fees,4120404.0,2983253.92,131,75.0,3090303.0,1137150.08,72.40197611690505,-107049.08000000007,-2.598023883094953,3977671.893333333,-142732.10666666692,Near pace
Contractual services,Services-legal fees,4072088.0,2293345.86,56,75.0,3054066.0,1778742.1400000001,56.31867140395787,-760720.1400000001,-18.68132859604213,3057794.48,-1014293.52,Below pace
Transfers & debt service,Trf to Building Svcs CIP Fund,4002450.0,2982500.0,9,75.0,3001837.5,1019950.0,74.51685842421517,-19337.5,-0.48314157578482764,3976666.6666666665,-25783.33333333349,Near pace
Other operating costs,Books-library,3999949.0,1728855.6400000001,332,75.0,2999961.75,2271093.36,43.22194207976152,-1271106.1099999999,-31.77805792023848,2305140.8533333335,-1694808.1466666665,Below pace
Contractual services,Services-Infrastructure as a Service,3956242.0,2623205.1799999997,12,75.0,2967181.5,1333036.8200000003,66.30547827964011,-343976.3200000003,-8.694521720359887,3497606.9066666663,-458635.09333333373,Below pace
"Supplies, technology & equipment",Parts for equipment,3932552.0,2803814.24,88,75.0,2949414.0,1128737.7599999998,71.29757572182135,-145599.75999999978,-3.702424278178654,3738418.986666667,-194133.0133333332,Near pace
Other operating costs,Printing/binding/photo/repr,3926472.0,1547278.59,555,75.0,2944854.0,2379193.41,39.40633194379076,-1397575.41,-35.59366805620924,2063038.12,-1863433.88,Below pace
Other operating costs,Telephone-base cost,3917491.0,1814265.24,158,75.0,2938118.25,2103225.76,46.31191852131887,-1123853.01,-28.688081478681127,2419020.32,-1498470.6800000002,Below pace
Personnel & benefits,Liability insurance premium,3875562.0,3389179.1,5,75.0,2906671.5,486382.8999999999,87.45000338015493,482507.6000000001,12.450003380154925,4518905.466666667,643343.4666666668,Above pace
Other operating costs,Commercial Incentives-AWU,3875000.0,199711.38999999998,3,75.0,2906250.0,3675288.61,5.153842322580645,-2706538.61,-69.84615767741936,266281.85333333333,-3608718.1466666665,Below pace
Personnel & benefits,Holidays worked,3839320.0,8373973.57,853,75.0,2879490.0,-4534653.57,218.11085218215726,5494483.57,143.11085218215726,11165298.093333334,7325978.093333334,Above pace
Contractual services,Services-Books-Library-Platform as a Service,3814420.0,3295313.24,2,75.0,2860815.0,519106.7599999998,86.39093859616928,434498.2400000002,11.390938596169278,4393750.986666667,579330.9866666673,Above pace
"Supplies, technology & equipment",Rental-computer hardware,3802773.0,4045889.52,8,75.0,2852079.75,-243116.52000000002,106.39313784966917,1193809.77,31.393137849669174,5394519.36,1591746.3600000003,Above pace
"Supplies, technology & equipment",Household/cleaning supplies,3726645.0,3140429.93,327,75.0,2794983.75,586215.0699999998,84.26962938514401,345446.18000000017,9.269629385144015,4187239.9066666667,460594.90666666673,Above pace
Other operating costs,Memberships,3693622.0,2399010.2,736,75.0,2770216.5,1294611.7999999998,64.95007339679047,-371206.2999999998,-10.049926603209528,3198680.266666667,-494941.73333333293,Below pace
Other operating costs,Garbage/refuse collection,3693281.0,2634908.48,210,75.0,2769960.75,1058372.52,71.34329827597738,-135052.27000000002,-3.656701724022625,3513211.3066666666,-180069.69333333336,Near pace
Contractual services,Services-internet/cable,3649907.0,2476445.26,133,75.0,2737430.25,1173461.7400000002,67.84954411167188,-260984.99000000022,-7.150455888328125,3301927.013333333,-347979.9866666668,Below pace
"Supplies, technology & equipment",Rental-other equipment,3644766.0,2432567.0,212,75.0,2733574.5,1212199.0,66.74137653830178,-301007.5,-8.258623461698221,3243422.6666666665,-401343.3333333335,Below pace
Contractual services,Longevity pay-civil service,3642170.0,2896987.0,111,75.0,2731627.5,745183.0,79.54013678658602,165359.5,4.540136786586018,3862649.3333333335,220479.3333333335,Near pace
Transfers & debt service,Trf to CTM CIP Fund,3612609.0,2709456.75,9,75.0,2709456.75,903152.25,75.0,0.0,0.0,3612609.0,0.0,Near pace
Other operating costs,Maintenance-pipelines,3595000.0,2059104.9000000001,3,75.0,2696250.0,1535895.0999999999,57.27690959666203,-637145.0999999999,-17.72309040333797,2745473.2,-849526.7999999998,Below pace
Contractual services,Services-testing,3502898.0,1296017.8699999999,72,75.0,2627173.5,2206880.13,36.99844728564748,-1331155.6300000001,-38.00155271435252,1728023.8266666664,-1774874.1733333336,Below pace
Other operating costs,Postage,3436717.0,2933440.14,204,75.0,2577537.75,503276.85999999987,85.35588295457555,355902.39000000013,10.355882954575549,3911253.52,474536.52,Above pace
Transfers & debt service,Trf to Housing CIP Fund,3423356.0,2567517.0,1,75.0,2567517.0,855839.0,75.0,0.0,0.0,3423356.0,0.0,Near pace
Other operating costs,Commercial paper admin exp,3359077.0,3230801.3899999997,5,75.0,2519307.75,128275.61000000034,96.1812244851785,711493.6399999997,21.181224485178504,4307735.1866666665,948658.1866666665,Above pace
Other operating costs,Hardware/wire/steel,3274284.0,2015884.85,219,75.0,2455713.0,1258399.15,61.5671960648496,-439828.1499999999,-13.432803935150403,2687846.466666667,-586437.5333333332,Below pace
Transfers & debt service,Trf to Capital DS CIP (D6007),3230000.0,2422500.0,1,75.0,2422500.0,807500.0,75.0,0.0,0.0,3230000.0,0.0,Near pace
Other operating costs,Government permits and fees,3227530.0,2473098.43,160,75.0,2420647.5,754431.5699999998,76.625110533442,52450.93000000017,1.6251105334419975,3297464.5733333337,69934.57333333371,Near pace
Personnel & benefits,General Liability Insurance,3205482.0,2654013.2199999997,9,75.0,2404111.5,551468.7800000003,82.79607310226667,249901.71999999974,7.796073102266675,3538684.293333333,333202.293333333,Above pace
Other operating costs,Shift differential,3178003.0,918790.43,244,75.0,2383502.25,2259212.57,28.910936522086356,-1464711.8199999998,-46.08906347791364,1225053.9066666667,-1952949.0933333333,Below pace
Other operating costs,Miscellaneous expense,3158543.0,795766.2,102,75.0,2368907.25,2362776.8,25.19409107300423,-1573141.05,-49.80590892699577,1061021.5999999999,-2097521.4000000004,Below pace
"Supplies, technology & equipment",Office supplies,3086105.0,1307097.8800000001,1031,75.0,2314578.75,1779007.1199999999,42.35429060255565,-1007480.8699999999,-32.64570939744435,1742797.1733333336,-1343307.8266666664,Below pace
Other operating costs,Rental-copy machines,3065981.0,2057015.57,173,75.0,2299485.75,1008965.4299999999,67.0915954795545,-242470.17999999993,-7.908404520445501,2742687.4266666668,-323293.57333333325,Below pace
Grants & contributions,Grant cost-support of other,3028204.0,1960685.15,21,75.0,2271153.0,1067518.85,64.74745922005255,-310467.8500000001,-10.252540779947452,2614246.8666666667,-413957.1333333333,Below pace
Contractual services,Services-veterinary,3023736.27,1339956.17,13,75.0,2267802.2025,1683780.1,44.314584684331614,-927846.0325000002,-30.685415315668386,1786608.2266666666,-1237128.0433333335,Below pace
Other operating costs,Wireless Communications-maint,2989727.0,301325.36,28,75.0,2242295.25,2688401.64,10.07869146580942,-1940969.8900000001,-64.92130853419059,401767.14666666667,-2587959.8533333335,Below pace
Other operating costs,Maintenance-gas turbines,2975000.0,1074701.25,2,75.0,2231250.0,1900298.75,36.12441176470588,-1156548.75,-38.87558823529412,1432935.0,-1542065.0,Below pace
Transfers & debt service,Trf to Fleet Services CIP Fund,2898000.0,2173500.0,1,75.0,2173500.0,724500.0,75.0,0.0,0.0,2898000.0,0.0,Near pace
Other operating costs,Phone allowance,2796900.0,2543455.93,950,75.0,2097675.0,253444.06999999983,90.93839357860489,445780.93000000017,15.938393578604888,3391274.5733333337,594374.5733333337,Above pace
Other operating costs,Shift differential-Civil Serv,2713200.0,1964312.31,85,75.0,2034900.0,748887.69,72.39836023883238,-70587.68999999994,-2.6016397611676183,2619083.08,-94116.91999999993,Near pace
Other operating costs,Market Study Adjustment,2687374.0,0.0,53,75.0,2015530.5,2687374.0,0.0,-2015530.5,-75.0,0.0,-2687374.0,Below pace
"Supplies, technology & equipment",Vehicle/Motored Equipment,2642938.0,712599.99,28,75.0,1982203.5,1930338.01,26.96241796061807,-1269603.51,-48.03758203938193,950133.32,-1692804.6800000002,Below pace
Other operating costs,Long-term disability premiums,2610178.0,2153499.62,1,75.0,1957633.5,456678.3799999999,82.50393727937329,195866.1200000001,7.5039372793732895,2871332.8266666667,261154.82666666666,Above pace
Contractual services,Services-auditing,2572557.0,430568.8,11,75.0,1929417.75,2141988.2,16.736997469832545,-1498848.95,-58.263002530167455,574091.7333333333,-1998465.2666666666,Below pace
Contractual services,Consultant-benefits/compensat,2550000.0,815099.57,3,75.0,1912500.0,1734900.4300000002,31.964689019607842,-1097400.4300000002,-43.035310980392154,1086799.4266666665,-1463200.5733333335,Below pace
Transfers & debt service,Trf to Town Lake Venue D/S Fnd,2531602.0,1876200.0,1,75.0,1898701.5,655402.0,74.11117545332955,-22501.5,-0.888824546670449,2501600.0,-30002.0,Near pace
Personnel & benefits,Reimbursed overtime - paid,2522569.0,8182427.38,57,75.0,1891926.75,-5659858.38,324.3688232115752,6290500.63,249.3688232115752,10909903.173333334,8387334.173333334,Above pace
Contractual services,Services-Compost Processing,2509069.0,1043602.32,1,75.0,1881801.75,1465466.6800000002,41.5932092740375,-838199.43,-33.4067907259625,1391469.76,-1117599.24,Below pace
Other operating costs,Child care program costs,2500000.0,3716776.15,1,75.0,1875000.0,-1216776.15,148.671046,1841776.15,73.67104599999999,4955701.533333333,2455701.533333333,Above pace
Transfers & debt service,Trf to GGCIP fund,2485700.0,1868200.0,3,75.0,1864275.0,617500.0,75.15790320634027,3925.0,0.157903206340265,2490933.3333333335,5233.333333333489,Near pace
Contractual services,Services-actuary,2485400.0,1577699.97,1,75.0,1864050.0,907700.03,63.478714492637,-286350.03,-11.521285507362997,2103599.96,-381800.04000000004,Below pace
Other operating costs,Electrical/lighting,2470184.0,2190778.32,222,75.0,1852638.0,279405.68000000017,88.68887176016037,338140.31999999983,13.688871760160367,2921037.76,450853.7599999998,Above pace
Transfers & debt service,Trf to Water Revenue Stab Rsv,2464552.0,1811688.07,1,75.0,1848414.0,652863.9299999999,73.50983343017312,-36725.929999999935,-1.490166569826883,2415584.0933333333,-48967.906666666735,Near pace
Contractual services,Services-Bio Solid Reuse,2450400.0,1893920.8599999999,5,75.0,1837800.0,556479.1400000001,77.29027342474699,56120.85999999987,2.290273424746985,2525227.813333333,74827.813333333,Near pace
Contractual services,Wastewater service,2424536.0,2238312.14,143,75.0,1818402.0,186223.85999999987,92.31919592037404,419910.14000000013,17.319195920374042,2984416.186666667,559880.186666667,Above pace
Other operating costs,Bilingual Pay,2384178.0,2035398.5,517,75.0,1788133.5,348779.5,85.371079676098,247265.0,10.371079676098006,2713864.6666666665,329686.6666666665,Above pace
Contractual services,Services-hazardous mat disp,2239578.0,1378142.08,51,75.0,1679683.5,861435.9199999999,61.5357929038417,-301541.4199999999,-13.464207096158297,1837522.7733333334,-402055.22666666657,Below pace
Transfers & debt service,Trf to Vol Utility Asst (7160),2200000.0,1100000.0,1,75.0,1650000.0,1100000.0,50.0,-550000.0,-25.0,1466666.6666666667,-733333.3333333333,Below pace
Other operating costs,Bond issue costs,2146429.0,1880908.09,4,75.0,1609821.75,265520.9099999999,87.6296439341809,271086.3400000001,12.629643934180905,2507877.4533333336,361448.4533333336,Above pace
Contractual services,Services - Contractual Electrical,2095292.0,734720.81,38,75.0,1571469.0,1360571.19,35.06531834226447,-836748.19,-39.93468165773553,979627.7466666667,-1115664.2533333334,Below pace
Other operating costs,On call hours,2064384.0,2033481.81,190,75.0,1548288.0,30902.189999999944,98.50307936895462,485193.81000000006,23.503079368954616,2711309.08,646925.0800000001,Above pace
Other operating costs,Food/Ice,2026488.0,1176145.05,873,75.0,1519866.0,850342.95,58.038589421699015,-343720.94999999995,-16.961410578300985,1568193.4000000001,-458294.59999999986,Below pace
Contractual services,Services-collection costs,2008164.0,1263368.98,10,75.0,1506123.0,744795.02,62.91164367053687,-242754.02000000002,-12.088356329463132,1684491.9733333334,-323672.0266666666,Below pace
Transfers & debt service,Interest expense-notes,2000195.0,1141966.67,1,75.0,1500146.25,858228.3300000001,57.09276695522187,-358179.5800000001,-17.90723304477813,1522622.2266666666,-477572.77333333343,Below pace
Transfers & debt service,Trf to Subordinate Obligation,2000000.0,1346532.73,1,75.0,1500000.0,653467.27,67.3266365,-153467.27000000002,-7.673363499999994,1795376.9733333334,-204623.0266666666,Below pace
Transfers & debt service,Trf to Library CIP Fund,2000000.0,1500000.0,2,75.0,1500000.0,500000.0,75.0,0.0,0.0,2000000.0,0.0,Near pace
"Supplies, technology & equipment",Maintenance-aux gen equipment,1937986.0,468749.77999999997,12,75.0,1453489.5,1469236.22,24.187469878523373,-984739.72,-50.81253012147663,624999.7066666667,-1312986.2933333335,Below pace
Contractual services,Services-Dumpster Collection,1919220.0,1589358.7499999998,17,75.0,1439415.0,329861.25000000023,82.81274423984742,149943.74999999977,7.812744239847419,2119144.9999999995,199924.99999999953,Above pace
Personnel & benefits,Regular wages - part-time,1907125.0,3847377.94,79,75.0,1430343.75,-1940252.94,201.73706180769483,2417034.19,126.73706180769483,5129837.253333333,3222712.253333333,Above pace
Transfers & debt service,Trf to Airport Operating Rsv,1813205.0,1839236.0,1,75.0,1359903.75,-26031.0,101.4356346910581,479332.25,26.435634691058098,2452314.6666666665,639109.6666666665,Above pace
Other operating costs,Wellness prgrm- Workers comp medical,1807282.0,253704.31,2,75.0,1355461.5,1553577.69,14.037892813628421,-1101757.19,-60.96210718637158,338272.41333333333,-1469009.5866666667,Below pace
Other operating costs,Higher class pay,1774606.0,1701963.98,120,75.0,1330954.5,72642.02000000002,95.90658320776555,371009.48,20.90658320776555,2269285.3066666666,494679.30666666664,Above pace
Transfers & debt service,Trf to Mobility CIP,1770000.0,1327500.0,1,75.0,1327500.0,442500.0,75.0,0.0,0.0,1770000.0,0.0,Near pace
Other operating costs,Council budget carryforward,1725000.0,100000.0,12,75.0,1293750.0,1625000.0,5.797101449275362,-1193750.0,-69.20289855072464,133333.33333333334,-1591666.6666666667,Below pace
Other operating costs,Fleet-equip. accident repairs,1705000.0,1682909.85,4,75.0,1278750.0,22090.149999999907,98.70439002932551,404159.8500000001,23.70439002932551,2243879.8000000003,538879.8000000003,Above pace
Contractual services,Services - Fire Alarms,1681740.0,1082933.99,44,75.0,1261305.0,598806.01,64.3936631108257,-178371.01,-10.606336889174301,1443911.9866666666,-237828.01333333342,Below pace
Other operating costs,Rental-real estate-other,1638128.0,1126797.0,57,75.0,1228596.0,511331.0,68.7856504497817,-101799.0,-6.2143495502183015,1502396.0,-135732.0,Below pace
Other operating costs,Valves,1622221.0,1178781.69,48,75.0,1216665.75,443439.31000000006,72.66467947338865,-37884.060000000056,-2.335320526611355,1571708.92,-50512.080000000075,Near pace
Transfers & debt service,Trf to PEC Garage Fund,1617118.0,1347598.3,1,75.0,1212838.5,269519.69999999995,83.33333127205312,134759.80000000005,8.333331272053115,1796797.7333333334,179679.7333333334,Above pace
Other operating costs,Franchise Fees - Rights of Way,1600000.0,1311719.53,1,75.0,1200000.0,288280.47,81.982470625,111719.53000000003,6.982470625000005,1748959.3733333333,148959.3733333333,Above pace
"Supplies, technology & equipment",Paint/painting supplies,1593690.0,1321339.29,167,75.0,1195267.5,272350.70999999996,82.91068463753929,126071.79000000004,7.9106846375392905,1761785.72,168095.71999999997,Above pace
Transfers & debt service,Trf to PW-Transportation CIP,1549832.0,1185206.41,2,75.0,1162374.0,364625.5900000001,76.47321838754135,22832.409999999916,1.4732183875413511,1580275.2133333331,30443.213333333144,Near pace
"Supplies, technology & equipment",Gas/heating fuels,1485734.0,1345762.18,130,75.0,1114300.5,139971.82000000007,90.57894481784761,231461.67999999993,15.578944817847614,1794349.5733333332,308615.57333333325,Above pace
Other operating costs,Street/traff signs/mrkr/pos,1464810.0,912342.16,114,75.0,1098607.5,552467.84,62.28399314586875,-186265.33999999997,-12.716006854131251,1216456.2133333334,-248353.78666666662,Below pace
"Supplies, technology & equipment",Rental-heavy equipment,1462194.0,1195190.45,38,75.0,1096645.5,267003.55000000005,81.73952635559988,98544.94999999995,6.739526355599878,1593587.2666666666,131393.2666666666,Above pace
Contractual services,Vision Program Services,1431480.0,1169535.72,2,75.0,1073610.0,261944.28000000003,81.70115684466427,95925.71999999997,6.701156844664268,1559380.96,127900.95999999996,Above pace
Other operating costs,Payments to survivors,1426288.0,536369.18,1,75.0,1069716.0,889918.82,37.60595195360264,-533346.82,-37.39404804639736,715158.9066666667,-711129.0933333333,Below pace
Other operating costs,Interdeptl-admin Conv Ctr/PEC,1412408.0,1177000.0,5,75.0,1059306.0,235408.0,83.33286132618903,117694.0,8.332861326189033,1569333.3333333333,156925.33333333326,Above pace
Other operating costs,Rental-real estate-warehouse,1400485.0,1492585.96,15,75.0,1050363.75,-92100.95999999996,106.57636176039016,442222.20999999996,31.576361760390157,1990114.6133333333,589629.6133333333,Above pace
Other operating costs,Drugs,1391715.0,754398.31,22,75.0,1043786.25,637316.69,54.20637917964526,-289387.93999999994,-20.79362082035474,1005864.4133333334,-385850.58666666655,Below pace
Transfers & debt service,Trf to Planning and Dev CIP,1367820.0,1025865.0,3,75.0,1025865.0,341955.0,75.0,0.0,0.0,1367820.0,0.0,Near pace
Contractual services,Services-chiropractic,1350923.0,187107.38,1,75.0,1013192.25,1163815.62,13.850336399631955,-826084.87,-61.149663600368044,249476.50666666668,-1101446.4933333334,Below pace
Other operating costs,Meters,1303152.0,1248622.3,10,75.0,977364.0,54529.69999999995,95.81555336599261,271258.30000000005,20.815553365992614,1664829.7333333334,361677.7333333334,Above pace
Other operating costs,Travel City Business,1277468.0,972600.97,216,75.0,958101.0,304867.03,76.13505543778787,14499.969999999972,1.1350554377878694,1296801.2933333332,19333.29333333322,Near pace
Contractual services,Services-physical therapy,1273520.0,787382.02,1,75.0,955140.0,486137.98,61.82722061687292,-167757.97999999998,-13.172779383127079,1049842.6933333334,-223677.30666666664,Below pace
Other operating costs,Office furnishings,1252519.0,284729.85,271,75.0,939389.25,967789.15,22.732577310204473,-654659.4,-52.267422689795524,379639.8,-872879.2,Below pace
Other operating costs,Maintenance-chillers,1210511.0,539891.88,5,75.0,907883.25,670619.12,44.60032829111012,-367991.37,-30.399671708889883,719855.84,-490655.16000000003,Below pace
"Supplies, technology & equipment",Const/repair material-other,1206239.0,628167.1,64,75.0,904679.25,578071.9,52.07650391008747,-276512.15,-22.923496089912533,837556.1333333333,-368682.8666666667,Below pace
Other operating costs,Trash carts,1142300.0,756295.36,2,75.0,856725.0,386004.64,66.20812045872363,-100429.64000000001,-8.791879541276373,1008393.8133333334,-133906.18666666665,Below pace
Contractual services,Professional registration,1134621.0,546405.1,561,75.0,850965.75,588215.9,48.15749928830861,-304560.65,-26.842500711691393,728540.1333333333,-406080.8666666667,Below pace
Contractual services,Services-inspection,1121035.0,372456.43,31,75.0,840776.25,748578.5700000001,33.22433554706142,-468319.82,-41.77566445293858,496608.5733333333,-624426.4266666668,Below pace
Contractual services,Chilled water service,1104721.0,1323572.69,12,75.0,828540.75,-218851.68999999994,119.8105847539786,495031.93999999994,44.8105847539786,1764763.5866666667,660042.5866666667,Above pace
Other operating costs,Training-city wide,1086730.0,476595.94,99,75.0,815047.5,610134.06,43.8559660633276,-338451.56,-31.1440339366724,635461.2533333333,-451268.7466666667,Below pace
"Supplies, technology & equipment",Police supplies,1076782.0,366096.51,36,75.0,807586.5,710685.49,33.99912981457714,-441489.99,-41.00087018542286,488128.68,-588653.3200000001,Below pace
Contractual services,Services-legal fees benefit,1034422.0,873720.12,1,75.0,775816.5,160701.88,84.46457248589067,97903.62,9.46457248589067,1164960.16,130538.15999999992,Above pace
Other operating costs,Bridges/carousels,1020000.0,858789.46,5,75.0,765000.0,161210.54000000004,84.19504509803922,93789.45999999996,9.195045098039216,1145052.6133333333,125052.61333333328,Above pace
Other operating costs,Toll Road - Tx Tag,1018494.0,836155.64,189,75.0,763870.5,182338.36,82.0972573230672,72285.14000000001,7.097257323067197,1114874.1866666668,96380.18666666676,Above pace
Other operating costs,Assignment pay,1018000.0,2260437.05,85,75.0,763500.0,-1242437.0499999998,222.04686149312374,1496937.0499999998,147.04686149312374,3013916.0666666664,1995916.0666666664,Above pace
Other operating costs,Taxes-city owned property,1006000.0,0.0,3,75.0,754500.0,1006000.0,0.0,-754500.0,-75.0,0.0,-1006000.0,Below pace
Contractual services,Consultant-financial,995982.0,390011.26,12,75.0,746986.5,605970.74,39.15846471120964,-356975.24,-35.84153528879036,520015.01333333337,-475966.98666666663,Below pace
Other operating costs,Customer Assistance Prog Costs,975000.0,364481.38,1,75.0,731250.0,610518.62,37.38270564102564,-366768.62,-37.61729435897436,485975.17333333334,-489024.82666666666,Below pace
Other operating costs,Awards and Recognition,968781.0,474143.53,1233,75.0,726585.75,494637.47,48.94228210503716,-252442.21999999997,-26.057717894962842,632191.3733333334,-336589.6266666666,Below pace
Other operating costs,Wastewater svcs-interlocal,944800.0,367262.47,3,75.0,708600.0,577537.53,38.87198031329382,-341337.53,-36.12801968670618,489683.2933333333,-455116.7066666667,Below pace
Personnel & benefits,Life insurance premiums,934777.0,820108.29,2,75.0,701082.75,114668.70999999996,87.7330411424329,119025.54000000004,12.733041142432896,1093477.72,158700.71999999997,Above pace
Contractual services,Water Services Interlocal,900000.0,778060.25,1,75.0,675000.0,121939.75,86.45113888888889,103060.25,11.451138888888892,1037413.6666666666,137413.66666666663,Above pace
Other operating costs,Explosives/blasting,897931.0,668456.99,9,75.0,673448.25,229474.01,74.44413768986703,-4991.260000000009,-0.5558623101329658,891275.9866666667,-6655.013333333307,Near pace
"Supplies, technology & equipment",Building material,880456.0,475108.77,189,75.0,660342.0,405347.23,53.96167099775571,-185233.22999999998,-21.03832900224429,633478.36,-246977.64,Below pace
Transfers & debt service,Trf to FSD CIP Fund,866183.0,225425.0,4,75.0,649637.25,640758.0,26.025100931327444,-424212.25,-48.974899068672556,300566.6666666667,-565616.3333333333,Below pace
Transfers & debt service,Trf to Parking CIP,848651.0,636488.25,1,75.0,636488.25,212162.75,75.0,0.0,0.0,848651.0,0.0,Near pace
"Supplies, technology & equipment",Computer Hardware,831635.0,18466.83,32,75.0,623726.25,813168.17,2.2205450708544014,-605259.42,-72.7794549291456,24622.440000000002,-807012.56,Below pace
Contractual services,Services-Prepared Food and Catering,830483.0,718083.13,276,75.0,622862.25,112399.87,86.46572295880831,95220.88,11.465722958808314,957444.1733333333,126961.17333333334,Above pace
Contractual services,Services-hospital outpatient,824492.0,899724.08,1,75.0,618369.0,-75232.07999999996,109.12465857764539,281355.07999999996,34.12465857764539,1199632.1066666667,375140.1066666667,Above pace
Other operating costs,Elctrcal conductors-hardware,784681.0,994928.03,44,75.0,588510.75,-210247.03000000003,126.79394938835017,406417.28,51.79394938835017,1326570.7066666668,541889.7066666668,Above pace
Contractual services,Services-IT Installations,728560.0,815374.2,74,75.0,546420.0,-86814.19999999995,111.91586142527726,268954.19999999995,36.91586142527726,1087165.5999999999,358605.59999999986,Above pace
Other operating costs,Federal unemployment tax co,701726.0,530983.11,20,75.0,526294.5,170742.89,75.66815395182735,4688.609999999986,0.6681539518273496,707977.48,6251.479999999981,Near pace
Other operating costs,Field training officer pay,683489.0,346680.12,35,75.0,512616.75,336808.88,50.72212135089226,-165936.63,-24.27787864910774,462240.16,-221248.84000000003,Below pace
Contractual services,Services-interpretation,670267.0,661391.59,65,75.0,502700.25,8875.410000000033,98.67583962808851,158691.33999999997,23.67583962808851,881855.4533333333,211588.45333333325,Above pace
"Supplies, technology & equipment",Recreational supplies,662516.0,728375.0700000001,102,75.0,496887.0,-65859.07000000007,109.94075161958352,231488.07000000007,34.94075161958352,971166.7600000001,308650.7600000001,Above pace
Other operating costs,Raw water - purchased,650000.0,480166.74,4,75.0,487500.0,169833.26,73.87180615384615,-7333.260000000009,-1.1281938461538488,640222.32,-9777.680000000051,Near pace
"Supplies, technology & equipment",Radio equipment,639826.0,113744.24,52,75.0,479869.5,526081.76,17.777370722665225,-366125.26,-57.222629277334775,151658.98666666666,-488167.0133333333,Below pace
Other operating costs,Food/storage for animals,621706.0,492864.88,16,75.0,466279.5,128841.12,79.27619807433095,26585.380000000005,4.276198074330949,657153.1733333333,35447.17333333334,Near pace
Contractual services,Services-translators,612935.0,120737.17,77,75.0,459701.25,492197.83,19.69820127746009,-338964.08,-55.301798722539914,160982.89333333334,-451952.1066666667,Below pace
Other operating costs,Tfr to Util D/S Tax/Rev Bonds,604004.0,12311.85,2,75.0,453003.0,591692.15,2.038372262435348,-440691.15,-72.96162773756465,16415.8,-587588.2,Below pace
Contractual services,Services-investigations,601200.0,78886.7,7,75.0,450900.0,522313.3,13.121540252827678,-372013.3,-61.87845974717232,105182.26666666666,-496017.73333333334,Below pace
Other operating costs,Cement/concrete,595857.0,345714.67,55,75.0,446892.75,250142.33000000002,58.019737957261555,-101178.08000000002,-16.980262042738445,460952.8933333333,-134904.1066666667,Below pace
Other operating costs,Parking costs,564595.0,558764.0900000001,212,75.0,423446.25,5830.909999999916,98.96724023415015,135317.84000000008,23.967240234150154,745018.7866666667,180423.78666666674,Above pace
